Hypocotyl colour,Stem determination,Days to 50% flowering,Flower colour,Leaf shape,Leaflet colour,Pubescence colour,Pubescence density,Pubescence type,Plant height,Number of primary branches,Pod colour,Number of pods per plant,Days to 80% maturity,Seed coat colour,Cotyledon colour,Hilum colour,Seed coat pattern,Strophiole at the hilum,Seed coat surface lusture,Number of seeds per pod,100 seed weight (g),Seed yield per plant (g),Days to pod initiation,Number of node per plant
0,2,38,3,2,2,1,1,2,62.5,2.75,1,29,105,0,1,0,0,0,0,2,10,5.18,50,10.5
1,2,60,2,1,2,1,0,2,80,3,1,33.5,111,1,0,0,0,1,1,3,6.6,3.72,70,12.5
1,2,59,2,1,2,2,0,1,78.8,2.8,1,12.2,112,3,1,0,0,1,1,2,6.7,1.6,69,11
0,0,35,3,1,0,2,0,2,37.2,3.8,1,47.2,89,3,1,1,0,1,1,2,10.8,8.8,46,11
0,0,41,3,1,0,1,1,1,48,2.4,3,24.8,106,1,0,1,0,1,1,2.4,12.9,4.38,52,9.4
1,2,41,1,1,1,1,1,2,68,0.5,2,14,100,4,1,1,0,1,0,1.75,13.3,2.62,49,8.5
1,2,52,2,1,2,1,2,2,79.25,1.75,1,16.75,107,1,0,0,0,1,1,2,8.4,4.2,61,9.75
1,0,42,2,1,1,2,1,2,59.2,3.4,2,39.2,99,3,1,1,0,1,0,2.4,12,7.64,50,10.8
1,0,45,2,1,2,2,3,0,77.66666667,2.666666667,1,45.66666667,105,4,1,0,1,1,1,2,10.4,5.3,53,13.66666667
0,0,37,3,1,0,2,1,2,58.6,1.2,3,15.6,107,2,1,2,1,1,0,2,15.1,3.58,45,8.4
1,2,51,1,1,2,2,1,1,61,3,1,34.75,117,3,1,1,0,1,0,2,7.3,3.2,63,9.75
1,0,45,2,1,1,2,1,2,60.2,2.2,1,45.4,115,3,1,0,1,1,0,2,7.5,3.74,54,10.4
0,0,46,3,1,0,2,0,2,39,2.4,3,20.6,117,4,1,1,0,1,1,2,9,0,58,9.2
0,0,40,3,1,0,2,1,2,44,3.333333333,1,39.66666667,108,1,0,1,0,1,0,2,10.3,2.12,52,9.666666667
1,2,55,2,1,2,2,0,1,58,5,1,29,112,0,1,0,0,0,0,2,6.6,1.48,63,15.5
1,0,45,2,1,1,2,1,2,57.8,2.2,1,35.2,106,4,1,1,1,1,1,2,8.5,4.18,57,10.8
1,2,47,1,1,2,2,1,1,67.6,3.2,3,48.4,120,3,1,6,1,1,1,2,7.3,4.88,57,15.6
1,2,48,2,1,2,2,1,2,62.2,3,3,68.4,110,3,1,1,0,1,1,2.4,7.4,3.92,59,14.4
1,2,54,1,1,2,1,0,2,63.6,2.4,1,30,111,3,1,0,0,1,1,2,6.5,2.16,63,10.4
1,2,46,2,1,2,2,0,1,79.2,2.8,1,25,116,1,0,0,0,1,0,2,7.2,1.84,57,13.4
1,2,37,1,1,0,1,2,2,62.6,2.2,3,14.6,98,4,1,1,1,1,1,1.8,13.9,2.82,49,12.2
1,2,45,2,1,2,2,1,2,53,1.666666667,1,12.66666667,112,2,1,1,0,1,0,2,6.7,1.98,55,7.666666667
1,0,45,2,1,1,2,1,2,68.6,3.2,1,46.6,111,4,1,0,1,1,1,2,11.1,6.28,53,12
0,0,46,3,1,2,2,1,2,72.8,2.8,1,18,114,3,1,1,0,1,0,2,9,2.56,55,10.6
0,0,40,3,1,1,1,2,2,51.4,2.8,1,33.8,101,3,1,1,1,1,0,2.2,12.3,6.44,49,10.8
1,2,43,2,1,1,2,2,1,61.2,3.6,1,25,108,3,1,1,0,1,0,2,6.7,1.62,55,11.6
1,2,50,1,1,1,2,1,2,82.66666667,8,1,37,107,1,0,1,0,1,1,2,7.9,3.1,58,14.33333333
1,0,46,2,1,1,2,1,2,72.5,2.5,1,38.5,105,4,1,1,0,1,0,2,14.4,3.44,54,10.75
0,2,45,3,1,1,1,1,1,77.4,3.2,1,43.4,117,2,1,1,0,1,0,2,6.9,4.82,54,13
0,2,58,3,1,1,2,0,1,66.4,3.2,3,45.6,115,3,1,0,0,1,1,2.6,6.7,3.64,66,13.6
1,2,47,2,1,1,1,1,2,50.2,2.4,1,42,117,3,1,0,0,1,1,2,8.2,4.06,55,11.6
1,2,54,2,1,2,2,0,2,56.4,3.2,3,40.2,115,3,1,0,0,1,1,2,7.8,4.76,64,12.2
0,0,39,2,1,0,1,2,2,39.6,3.4,2,33.2,91,4,1,1,1,1,0,2,10.4,6.38,49,10.2
1,2,52,1,1,1,2,0,1,59.66666667,3,1,15,115,0,1,0,0,0,0,1.666666667,7.5,0.36,61,10
0,0,47,3,1,2,2,1,2,63.2,2,1,20.6,107,3,1,0,0,1,0,2.2,7.3,2.56,55,10.8
0,2,47,3,1,1,2,0,2,68.8,2.2,3,37.2,120,0,1,0,0,0,0,2,6,3.36,60,15
1,2,48,2,1,1,2,0,1,56.6,1.6,1,23.6,114,0,1,0,0,0,0,2,9,2.66,58,8.8
1,0,44,2,1,1,2,2,2,49.6,2.8,1,24.2,110,3,1,1,0,1,0,2.2,10.5,2.96,52,8.6
0,0,35,3,1,1,2,1,2,63,3,2,43.75,111,4,1,1,1,1,1,1.75,10.9,5.08,45,10.5
1,0,42,2,1,0,1,1,1,56.6,1.6,1,19.2,100,3,1,1,0,1,0,2,11.6,3.74,50,8.8
1,2,47,0,1,1,2,1,2,57,1.4,1,25.8,106,2,1,1,0,1,1,2,7,3.04,56,10.8
1,2,52,1,1,2,1,0,2,57.6,3.2,3,56.4,112,3,1,1,1,1,1,2,6.6,3.96,61,13.2
1,2,47,1,1,1,2,0,1,62.6,2,1,47.4,108,3,1,0,0,1,0,2.2,9.2,4.16,58,14.2
1,2,51,2,1,1,2,1,2,42,2,1,25.4,111,1,0,1,0,1,1,2,9.6,3.02,60,9.8
1,2,47,1,1,2,2,1,2,67.25,2.25,1,18.5,110,1,0,0,0,1,0,2.25,6.2,2.04,57,10
1,2,52,1,1,0,2,0,2,68.4,2.4,1,27,112,3,1,0,0,1,0,2.2,8.6,3.02,64,11.8
1,2,51,1,1,2,2,0,1,55.4,2.8,1,29.4,113,3,1,0,0,1,1,2.2,8.1,1.84,60,10.2
1,2,46,1,1,1,2,1,2,70.8,3.4,1,41,114,3,1,0,0,1,1,2,8.8,3.48,55,15.8
1,2,43,2,1,1,2,0,1,69.25,2.75,1,44.25,102,4,1,1,1,1,1,2,10.5,3.8,52,13.75
1,2,54,1,1,2,2,1,1,99,1.75,3,13.25,112,0,1,0,0,0,0,2.25,6.1,2.18,64,12.75
1,2,43,1,1,0,2,1,2,62,3.6,1,59.8,113,3,1,1,0,1,0,2.2,8,1.38,57,16.2
0,0,43,3,1,0,1,1,2,36.4,3.4,2,37.4,99,3,1,1,0,1,0,2,10.4,6.08,51,10.8
1,0,47,2,1,1,2,0,2,44,1.75,1,17.75,108,1,0,1,0,1,1,2,8.4,3.9,58,10.5
1,2,47,2,1,2,2,0,1,60.25,1.25,1,22.25,108,4,1,0,1,1,1,2,8.3,2.42,57,10
1,0,38,2,1,1,1,0,2,53.66666667,2.666666667,2,25.66666667,105,3,1,1,0,1,0,2.333333333,11.8,2.98,49,10
1,0,49,1,1,0,1,1,2,61.75,2.25,1,22.75,115,0,1,0,0,0,0,2,9.2,1.3,56,10.75
1,0,46,2,1,1,2,2,2,55,2.5,2,31.75,115,4,1,1,1,1,0,2,8.6,1.92,55,10.25
1,0,46,1,1,1,2,1,2,65.75,3.75,1,30.25,104,4,1,0,1,1,1,2,9.7,3.38,55,13.75
1,2,51,2,1,1,2,0,1,87.4,2.2,1,40.2,113,1,0,1,0,1,1,2.4,9.5,5.52,55,13.6
1,2,54,2,1,2,1,0,2,68.6,1.2,3,9.6,111,3,1,0,0,1,1,2,7.2,2.7,62,10.8
1,0,52,1,1,2,2,0,2,70.2,2,1,40.6,115,3,1,1,1,1,1,2.2,7.1,3.78,64,12.6
1,2,45,2,1,1,2,1,2,55,2.2,1,34,114,4,1,1,0,1,0,2,7.5,2.34,55,10.4
1,2,47,2,1,1,2,1,2,67,1.5,1,7.5,107,1,0,0,0,1,0,2,7.7,1.84,56,8.5
1,2,47,2,1,2,1,2,2,64.25,2.25,3,24.25,106,1,0,0,0,1,0,2,6,0.76,58,11.25
1,0,43,2,1,0,1,2,2,39.2,2.2,1,24.6,113,4,1,1,1,1,0,2,10.2,3.16,53,7.6
1,0,44,2,1,0,1,1,2,41.2,4,1,59.2,111,3,1,1,0,1,1,2,9.7,8.22,54,9.6
1,2,44,2,1,1,2,1,2,67.6,1.6,0,17,104,1,0,1,0,1,1,2,10.5,2.58,52,11.2
1,2,43,2,1,1,1,1,2,80.75,3,2,33,105,4,1,1,0,1,0,1.75,10,2.92,52,15
1,2,47,1,1,1,1,1,2,41,1.666666667,3,17,107,3,1,0,1,1,0,2,7.5,0.72,60,9
1,2,45,1,1,1,2,1,2,74.2,2.8,1,32.4,105,4,1,0,1,1,1,2.2,8.8,3.84,57,13.4
1,2,43,2,1,1,1,1,2,59.6,1.2,2,17.2,106,3,1,1,1,1,0,2.2,10,2.62,52,12.2
1,0,43,2,1,0,0,1,1,30.8,1.4,3,18.2,105,1,0,1,1,1,0,2,9.2,2.66,53,7
1,0,43,2,1,0,0,1,2,34.5,2,3,28.75,105,1,0,1,0,1,0,2,8.1,3.04,52,7.75
1,0,43,2,1,0,0,1,2,41.4,1,3,22.6,105,1,0,1,1,1,0,2,8,3.3,52,8.6
1,2,57,2,1,2,2,0,2,67.75,2,3,27.5,107,3,1,0,0,1,1,2.5,7,2.66,65,9
1,2,52,2,1,1,2,1,1,92.5,1.75,1,11,107,0,1,0,0,0,0,2,6.9,2.2,63,11.25
0,0,45,3,1,1,2,0,2,71.8,2,1,28.6,108,3,1,1,0,1,0,2,11,4.68,55,11
0,2,41,1,1,1,1,1,2,78,2,2,33.75,107,0,1,0,0,0,0,2,7.9,1.06,53,11.75
1,2,56,1,1,1,2,0,2,72.33333333,3,1,14.66666667,107,3,1,0,1,1,0,2,7.3,0.56,65,11
0,2,51,3,1,2,0,1,2,69.2,3.2,1,34.2,105,3,1,1,1,1,0,2.2,8.8,4.32,60,13
1,2,51,2,1,2,2,0,2,77.25,0.75,1,17.5,107,3,1,1,1,1,0,2,7.3,2.52,62,11
1,2,53,2,1,2,1,1,2,67.75,1,2,34.5,112,0,1,0,0,0,1,2,6.6,1.86,63,11.5
1,2,52,1,1,1,2,1,1,81.4,2,1,27.2,110,0,1,0,0,0,0,2,6.7,2.5,63,14.2
1,0,42,1,1,0,2,1,2,45.25,2.25,1,26,113,2,1,1,0,1,1,2,8.8,2.36,53,9.75
1,2,52,2,1,2,2,1,2,94,2.6,1,42,110,0,1,0,0,0,1,2,6.1,2.42,62,15.6
1,0,45,1,1,1,2,1,2,69,2.25,2,30.75,106,4,1,0,1,1,1,2,10,2.98,56,14
0,0,37,3,1,0,2,1,2,35.4,1.6,1,22.4,105,0,1,0,0,0,1,2.2,8.6,4.78,48,8
1,2,49,2,1,2,2,1,1,95.66666667,3,2,40.33333333,114,0,1,0,0,0,0,2,6.8,2.04,61,14.33333333
1,0,44,2,1,2,2,1,2,73.4,1.6,1,22.8,108,4,1,0,0,1,1,2.8,9.6,4.76,56,10.4
1,0,35,2,1,1,0,1,2,34.6,2.6,1,17.2,104,3,1,1,1,1,0,2.2,14.1,2.74,46,8.2
1,2,52,2,1,2,2,1,1,75.4,2.8,1,38.8,111,1,0,1,0,1,1,2.2,9.8,6.84,64,12
1,0,48,1,1,2,1,1,1,95.5,2.5,1,15.25,111,1,0,1,0,1,1,2.25,9.5,4,59,12.25
1,2,48,2,1,1,2,0,2,54.8,3.2,2,39,107,1,0,0,0,1,1,2.2,5.9,1.06,57,12.6
0,0,48,3,1,2,2,0,2,69.8,2.2,1,36.2,110,3,1,1,0,1,0,2.4,9.9,4.16,57,14.6
1,0,42,2,1,2,2,1,2,59,3.2,1,56.2,107,4,1,1,1,1,1,2.6,10.2,7.9,53,12.2
1,2,42,1,1,2,2,1,2,58.2,2.6,1,36.2,111,4,1,1,0,1,1,2.2,9.4,4.76,54,10.6
1,2,48,0,2,1,1,1,2,50.5,2,1,14,104,4,1,1,0,1,1,2,3.8,2.5,57,9.75
1,0,38,1,1,1,1,2,2,35.6,3.2,2,30.2,91,3,1,0,1,1,0,2,10.8,5.42,46,9.6
1,2,54,2,1,2,2,0,2,45.8,1.6,1,25,110,4,1,0,0,1,1,2.2,8.1,3.36,64,9.8
1,2,51,1,1,2,2,1,1,64.4,1.4,1,33.4,111,3,1,0,0,1,1,2.4,7.8,2.44,62,12.6
1,2,45,1,1,1,2,1,2,55.75,2.25,1,33,111,4,1,1,1,1,1,2,9.1,1.26,57,11.75
0,2,47,3,1,2,1,1,1,77,1.6,3,33.6,113,3,1,0,0,1,0,2.2,8.2,3.86,60,13
1,2,49,1,1,1,2,1,1,61.25,2.75,3,34,110,3,1,0,0,1,1,2.25,7.2,1.8,61,11.5
0,2,54,3,1,2,1,0,2,60.5,1.25,1,21.75,112,3,1,1,1,1,0,2,5.8,3.06,55,9.5
1,0,45,2,1,1,2,1,1,55.66666667,2.666666667,1,37.66666667,105,4,1,0,1,1,1,2,9.3,3.38,54,12.33333333
1,2,50,1,1,2,2,0,1,71.4,3.8,1,34.2,109,4,1,1,0,1,0,2,8.9,2.34,60,13.6
1,2,44,2,1,1,1,1,2,75.75,1.25,1,24,110,4,1,1,0,1,0,2,9.9,2.72,54,11
1,0,46,0,1,0,2,3,2,43.8,2.2,1,24.4,116,3,1,1,0,1,1,2.2,6,3.24,57,10.6
1,0,47,1,1,1,2,0,1,54.8,1.8,1,32.6,115,3,1,1,1,1,0,2.2,7.3,3.06,60,11.8
1,2,52,2,1,2,2,0,2,63.25,2.25,1,44.25,113,1,0,0,0,1,1,2,6.8,1.96,61,11.75
0,0,46,3,1,1,2,1,2,65.6,2.4,1,32.6,114,3,1,0,0,1,1,2,10.5,4.56,55,9.8
1,2,57,2,1,2,2,0,2,62.6,3.6,1,42.6,107,3,1,0,0,1,1,2,6.7,2,68,14.6
1,0,40,2,1,1,2,1,2,43.2,4.8,1,35,113,3,1,0,0,1,0,2,8.9,5.02,49,10.6
1,0,39,0,1,0,1,1,2,37,1.6,1,23.4,112,4,1,1,1,1,0,2.2,10.4,3.66,49,7.4
1,2,45,0,1,2,1,1,2,52.2,1,1,28.6,112,3,1,0,1,1,0,2,8.2,4.58,54,9.8
1,0,43,0,1,1,2,0,1,32.2,3,2,22.4,106,1,0,0,0,1,1,2.2,7.6,2.74,52,8.4
1,0,46,2,1,1,2,0,1,46.2,1.8,1,26,105,4,1,1,0,1,1,2,8.4,2.92,55,10.6
1,2,48,0,2,2,2,1,2,32.6,1.6,1,8,104,1,0,1,1,1,0,2,3.9,2.02,57,7.6
0,0,44,2,1,0,1,1,1,41.4,3.6,1,23,105,4,1,0,0,1,0,2,7,3.08,53,10.4
1,0,45,2,1,1,1,2,1,60,2.8,1,44,113,3,1,0,0,1,1,2,9.7,4.6,53,10.4
1,2,60,1,1,2,2,0,2,59.4,1.6,1,34.6,111,0,1,0,0,0,0,2.8,7.7,4.04,71,11.2
0,0,48,1,2,1,2,3,0,51,4.2,3,59.2,115,1,0,1,0,1,0,2.2,6,3.7,57,10.4
0,0,38,3,1,0,2,2,2,39,4,1,32.75,105,3,1,1,0,1,1,2,10.7,4.42,47,8.75
1,2,44,2,1,2,2,0,1,70.75,2.25,1,23.75,106,0,1,0,0,0,0,2,9.5,1.94,54,15.25
1,2,52,2,1,2,2,1,2,84.66666667,4,1,45,112,3,1,1,0,1,0,2,7,3.08,62,15
0,2,42,3,1,1,2,0,1,55.4,2,1,29.4,106,4,1,0,1,1,0,2,11.5,5.48,51,11.6
1,0,40,2,1,0,2,3,2,42.6,0.2,1,9.6,110,1,0,0,0,1,0,2,12.2,2.98,49,9
0,0,38,3,1,0,1,2,2,34.6,2.6,1,18.4,105,1,0,0,0,1,0,2,11.7,5.24,48,7.6
1,2,52,1,1,2,2,1,2,67.2,2,2,44.4,112,3,1,1,1,1,0,2,8.2,2.16,64,12.2
1,2,45,2,1,1,2,0,1,78,1.2,1,22.8,112,3,1,1,1,1,1,2.2,11.1,3.7,56,12.6
0,0,42,3,1,1,2,1,2,44.4,1.8,1,15.6,99,2,1,1,0,1,0,2,10.3,3.56,51,10.6
0,0,45,3,1,0,2,0,2,34.25,0.75,1,23.5,113,4,1,1,1,1,1,2,13,2.76,53,8.75
1,0,44,2,1,1,1,2,2,42.4,3.2,1,51.8,104,3,1,1,1,1,0,2,10.6,6.24,53,12.4
1,0,35,1,1,0,2,1,2,45.25,2.25,1,9.75,105,4,1,0,1,1,0,2,13.3,1.7,46,9.5
1,2,45,1,1,1,2,1,2,74,1.4,1,31,104,4,1,0,1,1,1,2,9.3,2.96,56,14.2
0,2,45,1,1,1,2,2,2,93.75,2,1,18.5,105,4,1,0,1,1,1,2,10.2,1.54,55,15
0,0,45,3,1,1,0,2,2,52.25,1.75,2,32.75,100,4,1,1,1,1,0,2,10.8,2.56,54,10.25
0,2,40,3,1,0,1,1,2,56,3.2,1,27.6,113,1,0,1,0,1,0,2,9.4,4.22,52,11.4
0,0,40,3,1,0,2,1,2,38.8,2,1,18.2,106,1,0,0,0,1,0,2.2,11.7,3.66,50,9.8
1,2,49,1,1,1,2,1,2,80,2.8,1,39,112,0,1,0,0,0,1,2,7.8,5.8,59,12.8
1,2,50,1,1,1,0,0,2,60.2,4.4,3,57.6,110,4,1,1,1,1,0,2.2,9.9,8.44,59,14.2
1,0,39,2,1,0,1,2,2,37.8,3,1,26.2,90,3,1,1,1,1,0,2,9.1,3.96,48,10.2
1,2,54,2,1,2,2,0,2,62,2,1,37.6,110,3,1,0,0,1,1,2,5.6,4.16,64,11
0,0,41,3,1,0,2,2,2,56.6,4,1,39.4,113,1,0,0,0,1,0,2,8.7,3.34,52,10.8
0,1,49,2,1,2,2,0,1,78.2,2,1,15.8,112,0,1,0,0,0,0,2,4.8,1.18,59,10.6
1,2,45,1,1,1,2,1,1,55.2,3.6,1,63.6,104,4,1,1,1,1,1,2,9.8,5.1,54,14.2
0,0,42,3,1,1,2,0,1,42.6,2.6,1,22.8,113,3,1,0,0,1,1,2.4,9.1,2.6,54,9
1,1,42,2,1,1,1,0,2,64.25,2,1,21.5,112,3,1,0,0,1,1,2,7.8,2.04,53,10.75
1,2,49,1,1,1,2,1,2,102,1.6,3,12,111,1,0,1,0,1,1,2.2,8.7,4.16,59,16
0,0,40,3,1,0,1,2,2,35.6,3.4,1,24.6,104,3,1,0,0,1,0,2,10.5,4.28,51,10.4
1,2,54,3,1,2,1,2,1,53.4,1.6,1,23.2,111,0,1,0,0,0,1,2.2,5.7,1.2,65,9.6
1,0,31,2,1,0,1,3,2,53,2.4,2,23.6,88,3,1,1,1,1,1,2,13.9,9.8,42,9
1,0,38,2,1,0,1,2,2,50.4,1.4,2,21.2,102,4,1,0,0,1,0,2.2,8.3,1.74,49,9.4
1,0,46,1,1,2,2,1,2,51.66666667,0.666666667,1,10.33333333,104,4,1,1,1,1,1,1.666666667,8.9,1.38,55,9
1,2,46,2,1,2,2,1,2,67.66666667,2,1,9,111,1,0,0,0,1,1,2,7.2,2.48,54,10
0,2,48,3,1,1,2,1,2,58.5,1.5,1,24,111,0,1,0,0,0,1,2,5.8,1.66,60,11
1,2,48,1,1,1,2,1,2,59.2,1.4,1,25.2,112,4,1,1,1,1,1,2.4,9.2,4.38,57,10.2
1,1,47,0,1,1,1,1,2,70,1.75,1,23.25,110,1,0,1,0,1,0,2,7.6,2.02,56,12
0,2,59,3,1,1,1,0,2,67,1,2,31.2,111,3,1,1,1,1,0,2,7.6,3.32,66,12.4
0,0,37,3,1,0,0,1,2,39.6,3,1,21.2,96,4,1,1,0,1,0,2,13.4,5.6,46,9.6
0,2,44,3,1,2,1,1,2,76.25,2.5,1,43,106,1,0,1,0,1,0,2,7.8,1.86,57,14.75
1,2,52,0,1,2,2,0,1,81,1.4,1,36.2,108,0,1,0,0,0,0,2,7.9,1.32,62,15
1,0,46,0,1,1,1,2,2,37.4,2.4,1,30.2,111,3,1,1,0,1,0,2,8.6,2.9,55,11.6
1,2,52,0,1,2,2,0,1,75.66666667,2.333333333,3,26.33333333,110,0,1,0,0,0,0,2,5.9,0.96,60,15.33333333
1,2,46,0,1,2,2,0,1,64.6,3.4,1,50.8,105,1,0,0,0,1,0,2,7.9,5.02,56,14.6
0,2,47,2,1,2,2,0,2,66.4,4.2,1,66.8,104,1,0,0,0,1,0,2,7.8,7.3,57,16.4
0,0,44,3,1,0,1,1,2,37.6,2.2,1,27.6,112,4,1,1,1,1,1,2,10.5,3.3,57,10.4
1,0,44,0,1,1,1,3,2,43.8,2.4,1,21.4,113,3,1,1,0,1,0,2,11.9,3.26,54,10.4
0,0,39,3,1,1,1,2,2,49,2.6,1,31.8,89,3,1,1,1,1,0,2.2,11.4,6.88,48,12.2
1,2,50,1,1,1,2,1,2,72.6,2.4,1,31.4,112,3,1,1,1,1,0,2.4,5.5,2.22,63,14.6
1,2,52,0,1,1,2,1,1,73,3.8,3,39.2,110,0,1,0,0,0,1,2,6.1,1.66,65,16.6
1,0,46,1,1,1,2,1,2,43.8,2.8,1,46.8,111,4,1,0,1,1,1,2,9.9,3.1,57,12.2
0,0,35,3,1,1,1,1,2,36.6,1.8,1,18.6,106,3,1,1,1,1,0,2,10.9,2.98,45,8.8
0,0,37,3,1,1,0,1,2,32,2.6,2,18,105,3,1,1,1,1,0,2,11.1,3.46,46,8.4
1,0,47,1,1,1,2,0,1,32.4,2.2,1,30,112,3,1,1,1,1,0,2,8.1,2.04,57,10.8
0,0,36,3,1,1,2,1,1,31.8,1.8,2,12,104,3,1,1,0,1,0,2,12.2,2.26,44,8.2
0,0,46,1,1,1,2,0,1,37.6,3.6,1,46.4,105,4,1,0,0,1,0,2,9,6.48,57,11
0,0,39,3,1,1,1,2,2,39.6,2.4,2,21.2,104,3,1,1,0,1,1,2,11.6,4.18,51,8.4
1,2,50,1,1,1,2,2,2,92,2.4,3,23.8,111,1,0,1,0,1,1,2,8.7,5.18,59,12.4
1,2,49,1,1,2,2,1,1,52,2.5,2,11.25,105,3,1,0,1,1,0,2,11.6,0.68,59,8.25
1,2,54,2,1,2,2,1,2,71.6,2.4,1,30.4,111,0,1,0,0,0,1,2,6.3,1.56,64,11.4
1,2,55,2,1,2,2,0,2,87.25,3.5,3,89.25,109,0,1,0,0,0,1,2,5.7,2.84,65,12.5
1,1,50,0,2,2,2,1,2,54,2,1,14.6,103,1,0,1,0,1,1,2,4.2,1.44,56,9.8
0,0,38,3,1,1,1,2,2,41.2,1.4,1,15.2,105,3,1,1,0,1,0,2,12.8,2.66,49,8.8
1,0,46,2,1,1,2,1,2,57.4,2.2,1,27.8,104,4,1,0,1,1,1,2,9.4,3.52,55,12.8
1,0,47,1,1,1,2,1,2,60.2,2.4,1,22.6,105,4,1,0,1,1,1,2,9.8,4.4,56,14.2
1,2,56,2,1,2,2,0,2,80.75,2.25,1,29,111,0,1,0,0,0,0,2,7.5,1.58,66,12
1,2,52,1,1,2,2,0,1,66.6,2.6,1,36.4,112,4,1,1,0,1,0,2,10,3.34,64,12.6
0,0,46,3,1,2,1,1,1,42.8,1.6,1,27,110,3,1,0,0,1,0,2,8.7,3.94,55,9.4
0,0,46,3,1,0,1,0,2,33.5,2,3,39.5,117,4,1,1,0,1,0,2,10.7,4.44,54,10.75
0,0,47,3,1,2,1,1,1,30.2,1.2,1,21,115,3,1,0,0,1,0,2,8.5,1.6,59,7.4
1,0,53,2,1,2,2,0,1,41.8,1.2,3,22.2,112,3,1,0,0,1,1,2.2,8.1,2.06,65,8.4
1,2,47,0,1,2,2,0,1,53.8,2.2,1,39.2,111,2,1,1,1,1,0,2.2,6.9,1.54,58,12
1,2,58,1,1,2,1,0,2,60,3.6,1,40.2,105,1,0,3,1,1,0,2,8.1,4.46,66,12.4
1,0,44,2,1,1,2,0,1,51.6,2.8,1,28.4,101,4,1,0,1,1,1,2,10.9,4.92,53,13.2
1,0,33,2,1,1,2,1,1,38.6,2.2,2,22,85,2,1,1,1,1,0,2,6.6,4.98,41,8.4
1,2,53,2,1,2,2,1,2,59.4,2.6,3,34.8,112,0,1,0,0,0,1,2,6.4,1.74,62,15.8
1,2,52,2,1,2,2,0,1,55.6,3,3,36.2,111,0,1,0,0,0,0,2.2,6.7,1.98,61,12.8
1,2,49,1,1,2,1,0,2,61.6,0.8,3,24.6,110,4,1,0,0,1,0,2.2,7.9,2.7,57,10.4
1,2,52,0,1,2,2,1,2,65.2,1.4,1,27,111,1,0,0,0,1,0,2,7.4,2.24,64,12.2
1,0,52,1,1,2,2,0,2,74.4,1.6,1,30,106,4,1,1,0,1,0,1.8,8.6,2.1,64,14
0,0,33,3,2,1,0,1,2,26.2,1.8,2,19,89,3,1,1,1,1,1,2,10.2,3.3,46,8.8
1,0,40,2,1,1,2,1,2,33.6,2,2,14.4,113,1,0,1,0,1,0,2,10,2.08,52,9.8
0,0,44,3,1,1,1,0,2,24.75,2,3,39.75,116,3,1,1,0,1,0,2,11.5,3.16,56,8.75
0,0,41,2,1,0,1,3,2,37,1.8,3,27.4,115,4,1,1,1,1,1,2.2,9.3,3.22,52,10.4
1,0,39,2,1,0,1,3,2,36.6,2.8,1,30,114,4,1,1,1,1,0,3,9.1,2.86,50,10.4
0,2,45,3,1,2,2,1,1,75.2,2.4,1,48.2,110,3,1,0,0,1,0,2,8.7,4.06,54,16.8
1,0,43,2,1,1,1,1,2,42.6,2,1,33,112,3,1,0,0,1,0,2,8.4,3.76,53,11.2
1,2,51,2,1,1,2,0,2,68,3.6,1,29.6,112,0,1,0,0,0,0,2,6.1,0,63,17.6
1,2,56,1,1,2,2,0,2,49,3,3,25.2,110,3,1,0,0,1,1,2,9.8,2.36,65,11.2
1,2,51,2,1,1,2,0,1,42.25,2.75,1,29.5,109,0,1,0,0,0,0,2,6.3,2.16,59,9.5
1,2,52,1,1,2,1,1,2,58.25,1.5,3,31,110,1,0,0,1,1,0,2,6.6,1.86,62,10.75
1,0,49,1,1,2,2,1,2,47.8,5.6,3,50.6,111,4,1,1,1,1,0,2,4.6,2.18,58,11
1,2,43,0,1,1,2,1,2,46,2.666666667,1,36,112,4,1,1,1,1,1,2,8.7,2.68,52,8.666666667
1,2,46,1,1,1,2,1,2,48.2,2.8,1,29.8,105,4,1,0,1,1,1,2,10,1.68,57,11.8
0,2,44,2,1,2,2,0,2,48.4,1.8,1,22.2,107,3,1,0,0,1,1,2,13.7,0,53,10.2
0,0,40,3,1,1,1,3,2,44,2.8,1,22.2,102,3,1,1,0,1,0,2,11.3,3.26,52,8.6
0,0,39,3,1,1,2,2,2,37.8,3.2,1,30.6,101,3,1,1,1,1,0,2,11.1,4.38,50,8.8
0,0,38,3,1,0,1,2,2,43.5,2.75,1,21.5,99,4,1,0,1,1,0,2,13.9,3.36,46,8.25
1,0,43,0,1,1,2,2,1,45.8,1.8,1,34.6,111,3,1,1,0,1,0,2.2,12.6,4.52,54,11.8
1,2,53,2,1,2,2,1,1,63.2,1.8,1,45.2,114,3,1,1,0,1,1,2.8,7.6,4.98,60,12.2
0,0,32,3,1,1,2,0,2,35.4,3.6,1,31.6,94,3,1,1,1,1,1,2.4,13,5.82,41,9
1,2,54,2,1,2,2,0,2,44.4,2.2,1,23.2,112,3,1,0,0,1,1,2,7.6,2.12,63,10.2
1,2,52,2,1,1,1,1,2,55,2,1,36,113,0,1,0,0,0,0,2,8.4,3.6,61,10
1,2,51,2,1,1,2,1,1,75.4,3.2,1,50.4,114,3,1,0,0,1,1,2.2,8.3,5.84,61,15.8
1,2,55,2,1,2,2,0,2,68.4,3.6,1,43.6,111,3,1,6,1,1,0,2,8.3,3.34,66,15.4
